gene1,gene2
ENSG00000182768,ENSG00000142864
ENSG00000182768,ENSG00000170515
ENSG00000182768,ENSG00000118181
ENSG00000182768,ENSG00000280969
ENSG00000182768,ENSG00000122406
ENSG00000182768,ENSG00000109475
ENSG00000182768,ENSG00000167881
ENSG00000182768,ENSG00000120705
ENSG00000182768,ENSG00000162641
ENSG00000182768,ENSG00000231500
ENSG00000182768,ENSG00000174444
ENSG00000182768,ENSG00000107937
ENSG00000182768,ENSG00000110700
ENSG00000182768,ENSG00000103342
ENSG00000182768,ENSG00000164346
ENSG00000182768,ENSG00000204574
ENSG00000182768,ENSG00000108592
ENSG00000182768,ENSG00000129824
ENSG00000182768,ENSG00000169288
ENSG00000182768,ENSG00000158417
ENSG00000182768,ENSG00000163923
ENSG00000182768,ENSG00000160994
ENSG00000182768,ENSG00000174891
ENSG00000182768,ENSG00000132394
ENSG00000182768,ENSG00000162244
ENSG00000182768,ENSG00000177971
ENSG00000182768,ENSG00000140988
ENSG00000182768,ENSG00000213741
ENSG00000182768,ENSG00000089009
ENSG00000182768,ENSG00000117133
ENSG00000182768,ENSG00000161010
ENSG00000182768,ENSG00000140986
ENSG00000182768,ENSG00000270800
ENSG00000182768,ENSG00000114391
ENSG00000182768,ENSG00000203933
ENSG00000182768,ENSG00000114686
ENSG00000182768,ENSG00000143314
ENSG00000182768,ENSG00000230601
ENSG00000182768,ENSG00000124614
ENSG00000182768,ENSG00000044090
ENSG00000182768,ENSG00000112039
ENSG00000182768,ENSG00000130255
ENSG00000182768,ENSG00000260342
ENSG00000182768,ENSG00000132432
ENSG00000182768,ENSG00000144029
ENSG00000182768,ENSG00000108107
ENSG00000182768,ENSG00000082515
ENSG00000182768,ENSG00000198830
ENSG00000182768,ENSG00000112306
ENSG00000182768,ENSG00000253626
ENSG00000182768,ENSG00000144713
ENSG00000182768,ENSG00000215472
ENSG00000182768,ENSG00000167658
ENSG00000182768,ENSG00000147403
ENSG00000182768,ENSG00000111641
ENSG00000182768,ENSG00000148303
ENSG00000182768,ENSG00000197728
ENSG00000182768,ENSG00000188976
ENSG00000182768,ENSG00000143947
ENSG00000182768,ENSG00000048544
ENSG00000182768,ENSG00000260836
ENSG00000182768,ENSG00000261236
ENSG00000182768,ENSG00000138326
ENSG00000182768,ENSG00000187258
ENSG00000182768,ENSG00000198242
ENSG00000182768,ENSG00000167526
ENSG00000182768,ENSG00000134697
ENSG00000182768,ENSG00000177600
ENSG00000182768,ENSG00000168028
ENSG00000182768,ENSG00000198918
ENSG00000182768,ENSG00000182952
ENSG00000182768,ENSG00000100883
ENSG00000182768,ENSG00000254772
ENSG00000182768,ENSG00000112651
ENSG00000182768,ENSG00000116898
ENSG00000182768,ENSG00000265681
ENSG00000182768,ENSG00000169251
ENSG00000182768,ENSG00000125445
ENSG00000182768,ENSG00000161970
ENSG00000182768,ENSG00000221983
ENSG00000182768,ENSG00000165496
ENSG00000182774,ENSG00000111196
ENSG00000182774,ENSG00000182768
ENSG00000182774,ENSG00000149557
ENSG00000182774,ENSG00000129083
ENSG00000182774,ENSG00000134262
ENSG00000182774,ENSG00000188393
ENSG00000182774,ENSG00000105205
ENSG00000182774,ENSG00000140945
ENSG00000182774,ENSG00000198728
ENSG00000182774,ENSG00000131748
ENSG00000182793,ENSG00000164430
ENSG00000182810,ENSG00000107014
ENSG00000182810,ENSG00000169855
ENSG00000182810,ENSG00000147437
ENSG00000182870,ENSG00000137574
ENSG00000182871,ENSG00000100060
ENSG00000182872,ENSG00000136271
ENSG00000182890,ENSG00000132356
ENSG00000182890,ENSG00000068976
ENSG00000182890,ENSG00000096384
ENSG00000182890,ENSG00000023445
ENSG00000182890,ENSG00000182890
ENSG00000182890,ENSG00000148672
ENSG00000182890,ENSG00000064012
ENSG00000182890,ENSG00000102871
ENSG00000182890,ENSG00000118503
ENSG00000182890,ENSG00000087470
ENSG00000182890,ENSG00000127666
ENSG00000182890,ENSG00000100504
ENSG00000182890,ENSG00000135821
ENSG00000182890,ENSG00000137275
ENSG00000182890,ENSG00000127191
ENSG00000182890,ENSG00000232810
ENSG00000182890,ENSG00000165168
ENSG00000182890,ENSG00000197329
ENSG00000182890,ENSG00000070808
ENSG00000182890,ENSG00000100994
ENSG00000182890,ENSG00000168040
ENSG00000182890,ENSG00000058404
ENSG00000182890,ENSG00000080824
ENSG00000182890,ENSG00000110330
ENSG00000182890,ENSG00000124256
ENSG00000182890,ENSG00000067182
ENSG00000182890,ENSG00000164342
ENSG00000182890,ENSG00000137752
ENSG00000182890,ENSG00000003402
ENSG00000182890,ENSG00000168404
ENSG00000182899,ENSG00000188089
ENSG00000182899,ENSG00000129083
ENSG00000182899,ENSG00000198728
ENSG00000182899,ENSG00000188393
ENSG00000182899,ENSG00000149557
ENSG00000182899,ENSG00000182768
ENSG00000182899,ENSG00000105205
ENSG00000182952,ENSG00000169855
ENSG00000182952,ENSG00000184697
ENSG00000182952,ENSG00000188393
ENSG00000182952,ENSG00000182768
ENSG00000182973,ENSG00000170315
ENSG00000182985,ENSG00000156858
ENSG00000182985,ENSG00000206047
ENSG00000183010,ENSG00000078668
ENSG00000183010,ENSG00000162650
ENSG00000183018,ENSG00000198380
ENSG00000183018,ENSG00000013375
ENSG00000183018,ENSG00000163281
ENSG00000183018,ENSG00000131459
ENSG00000183018,ENSG00000159399
ENSG00000183018,ENSG00000156515
ENSG00000183018,ENSG00000160883
ENSG00000183018,ENSG00000124357
ENSG00000183018,ENSG00000113552
ENSG00000183018,ENSG00000259784
ENSG00000183018,ENSG00000156510
ENSG00000183020,ENSG00000183831
ENSG00000183155,ENSG00000184724
ENSG00000183155,ENSG00000106089
ENSG00000183155,ENSG00000123095
ENSG00000183161,ENSG00000149557
ENSG00000183207,ENSG00000089053
ENSG00000183207,ENSG00000099995
ENSG00000183207,ENSG00000090104
ENSG00000183207,ENSG00000114859
ENSG00000183207,ENSG00000146013
ENSG00000183230,ENSG00000130287
ENSG00000183230,ENSG00000054356
ENSG00000183317,ENSG00000174720
ENSG00000183317,ENSG00000152601
ENSG00000183317,ENSG00000164877
ENSG00000183431,ENSG00000170293
ENSG00000183431,ENSG00000144802
ENSG00000183431,ENSG00000137942
ENSG00000183431,ENSG00000171169
ENSG00000183431,ENSG00000135441
ENSG00000183431,ENSG00000170340
ENSG00000183454,ENSG00000063046
ENSG00000183454,ENSG00000100401
ENSG00000183486,ENSG00000168818
ENSG00000183486,ENSG00000136271
ENSG00000183495,ENSG00000089053
ENSG00000183495,ENSG00000114859
ENSG00000183520,ENSG00000198728
ENSG00000183520,ENSG00000186862
ENSG00000183520,ENSG00000204449
ENSG00000183520,ENSG00000140945
ENSG00000183520,ENSG00000242372
ENSG00000183527,ENSG00000198963
ENSG00000183527,ENSG00000109061
ENSG00000183576,ENSG00000084676
ENSG00000183579,ENSG00000138795
ENSG00000183579,ENSG00000129355
ENSG00000183579,ENSG00000103264
ENSG00000183579,ENSG00000100393
ENSG00000183579,ENSG00000168610
ENSG00000183579,ENSG00000164045
ENSG00000183579,ENSG00000068024
ENSG00000183579,ENSG00000129757
ENSG00000183579,ENSG00000091831
ENSG00000183579,ENSG00000177606
ENSG00000183579,ENSG00000114166
ENSG00000183579,ENSG00000135446
ENSG00000183579,ENSG00000103479
ENSG00000183579,ENSG00000068028
ENSG00000183579,ENSG00000136997
ENSG00000183579,ENSG00000170312
ENSG00000183579,ENSG00000135679
ENSG00000183579,ENSG00000124762
ENSG00000183579,ENSG00000066044
ENSG00000183579,ENSG00000147883
ENSG00000183579,ENSG00000221978
ENSG00000183579,ENSG00000148400
ENSG00000183579,ENSG00000145604
ENSG00000183579,ENSG00000109971
ENSG00000183579,ENSG00000113558
ENSG00000183579,ENSG00000100462
ENSG00000183579,ENSG00000118260
ENSG00000183579,ENSG00000105810
ENSG00000183579,ENSG00000082701
ENSG00000183579,ENSG00000151876
ENSG00000183579,ENSG00000125755
ENSG00000183579,ENSG00000141736
ENSG00000183579,ENSG00000168036
ENSG00000183579,ENSG00000111276
ENSG00000183579,ENSG00000141510
ENSG00000183579,ENSG00000055130
ENSG00000183579,ENSG00000060138
ENSG00000183579,ENSG00000139687
ENSG00000183579,ENSG00000123374
ENSG00000183579,ENSG00000171791
ENSG00000183579,ENSG00000112576
ENSG00000183579,ENSG00000171720
ENSG00000183579,ENSG00000142208
ENSG00000183579,ENSG00000080839
ENSG00000183579,ENSG00000012048
ENSG00000183579,ENSG00000101412
ENSG00000183579,ENSG00000169083
ENSG00000183579,ENSG00000118971
ENSG00000183579,ENSG00000170345
ENSG00000183579,ENSG00000005339
ENSG00000183579,ENSG00000132646
ENSG00000183579,ENSG00000147889
ENSG00000183579,ENSG00000269964
ENSG00000183579,ENSG00000107331
ENSG00000183579,ENSG00000123080
ENSG00000183580,ENSG00000032742
ENSG00000183598,ENSG00000164047
ENSG00000183598,ENSG00000224877
ENSG00000183598,ENSG00000102100
ENSG00000183598,ENSG00000253548
ENSG00000183598,ENSG00000198176
ENSG00000183598,ENSG00000100294
ENSG00000183598,ENSG00000147065
ENSG00000183598,ENSG00000177721
ENSG00000183617,ENSG00000169855
ENSG00000183617,ENSG00000272398
ENSG00000183617,ENSG00000184697
ENSG00000183617,ENSG00000134326
ENSG00000183617,ENSG00000129083
ENSG00000183625,ENSG00000136634
ENSG00000183625,ENSG00000172260
ENSG00000183625,ENSG00000108602
ENSG00000183625,ENSG00000100345
ENSG00000183625,ENSG00000073536
ENSG00000183625,ENSG00000120314
ENSG00000183648,ENSG00000167080
ENSG00000183648,ENSG00000124571
ENSG00000183655,ENSG00000032742
ENSG00000183655,ENSG00000160188
ENSG00000183655,ENSG00000234602
ENSG00000183682,ENSG00000152207
ENSG00000183684,ENSG00000135441
ENSG00000183684,ENSG00000104529
ENSG00000183690,ENSG00000003400
ENSG00000183691,ENSG00000152207
ENSG00000183691,ENSG00000155008
ENSG00000183733,ENSG00000257743
ENSG00000183733,ENSG00000129465
ENSG00000183733,ENSG00000114480
ENSG00000183733,ENSG00000240038
ENSG00000183733,ENSG00000111713
ENSG00000183733,ENSG00000154269
ENSG00000183733,ENSG00000100994
ENSG00000183733,ENSG00000104812
ENSG00000183733,ENSG00000174876
ENSG00000183733,ENSG00000257335
ENSG00000183733,ENSG00000165434
ENSG00000183733,ENSG00000162688
ENSG00000183733,ENSG00000187733
ENSG00000183733,ENSG00000197594
ENSG00000183733,ENSG00000056998
ENSG00000183733,ENSG00000169764
ENSG00000183733,ENSG00000068976
ENSG00000183733,ENSG00000169299
ENSG00000183733,ENSG00000079739
ENSG00000183735,ENSG00000226761
ENSG00000183735,ENSG00000214706
ENSG00000183735,ENSG00000167419
ENSG00000183735,ENSG00000068078
ENSG00000183741,ENSG00000177721
ENSG00000183751,ENSG00000197471
ENSG00000183751,ENSG00000188404
ENSG00000183751,ENSG00000160255
ENSG00000183751,ENSG00000117525
ENSG00000183751,ENSG00000090339
ENSG00000183751,ENSG00000102245
ENSG00000183751,ENSG00000174175
ENSG00000183751,ENSG00000162692
ENSG00000183751,ENSG00000204449
ENSG00000183751,ENSG00000007908
ENSG00000183751,ENSG00000185245
ENSG00000183751,ENSG00000140945
ENSG00000183751,ENSG00000198728
ENSG00000183751,ENSG00000157593
ENSG00000183751,ENSG00000026508
ENSG00000183751,ENSG00000242372
ENSG00000183751,ENSG00000137710
ENSG00000183751,ENSG00000186862
ENSG00000183762,ENSG00000151923
ENSG00000183765,ENSG00000253548
ENSG00000183785,ENSG00000187676
ENSG00000183785,ENSG00000184207
ENSG00000183813,ENSG00000108602
ENSG00000183813,ENSG00000172260
ENSG00000183813,ENSG00000120314
ENSG00000183814,ENSG00000113303
ENSG00000183831,ENSG00000161203
ENSG00000183831,ENSG00000157823
ENSG00000183831,ENSG00000183020
ENSG00000183831,ENSG00000221838
ENSG00000183831,ENSG00000177879
ENSG00000183831,ENSG00000053770
ENSG00000183831,ENSG00000106367
ENSG00000183831,ENSG00000119844
ENSG00000183831,ENSG00000254470
ENSG00000183831,ENSG00000081014
ENSG00000183831,ENSG00000006125
ENSG00000183831,ENSG00000125843
ENSG00000183831,ENSG00000242802
ENSG00000183831,ENSG00000196961
ENSG00000183831,ENSG00000134262
ENSG00000183831,ENSG00000042753
ENSG00000183873,ENSG00000135900
ENSG00000183873,ENSG00000189060
ENSG00000183873,ENSG00000130287
ENSG00000183878,ENSG00000122376
ENSG00000183878,ENSG00000135336
ENSG00000184009,ENSG00000154889
ENSG00000184009,ENSG00000144635
ENSG00000184009,ENSG00000054356
ENSG00000184009,ENSG00000179761
ENSG00000184009,ENSG00000074211
ENSG00000184009,ENSG00000089053
ENSG00000184009,ENSG00000163029
ENSG00000184009,ENSG00000140795
ENSG00000184009,ENSG00000173482
ENSG00000184009,ENSG00000213218
ENSG00000184009,ENSG00000158669
ENSG00000184047,ENSG00000122550
ENSG00000184056,ENSG00000203747
ENSG00000184076,ENSG00000167080
ENSG00000184076,ENSG00000124571
ENSG00000184076,ENSG00000175600
ENSG00000184076,ENSG00000150961
ENSG00000184076,ENSG00000172551
ENSG00000184110,ENSG00000111196
ENSG00000184110,ENSG00000134262
ENSG00000184110,ENSG00000131748
ENSG00000184110,ENSG00000198728
ENSG00000184154,ENSG00000156304
ENSG00000184156,ENSG00000135900
ENSG00000184160,ENSG00000131966
ENSG00000184185,ENSG00000135900
ENSG00000184207,ENSG00000143384
ENSG00000184207,ENSG00000160049
ENSG00000184207,ENSG00000064012
ENSG00000184207,ENSG00000010610
ENSG00000184207,ENSG00000129484
ENSG00000184207,ENSG00000180644
ENSG00000184207,ENSG00000153563
ENSG00000184207,ENSG00000113368
ENSG00000184207,ENSG00000145649
ENSG00000184207,ENSG00000115523
ENSG00000184207,ENSG00000164305
ENSG00000184207,ENSG00000152086
ENSG00000184207,ENSG00000117560
ENSG00000184207,ENSG00000165806
ENSG00000184207,ENSG00000041880
ENSG00000184207,ENSG00000170542
ENSG00000184207,ENSG00000160691
ENSG00000184207,ENSG00000075886
ENSG00000184207,ENSG00000123416
ENSG00000184207,ENSG00000111537
ENSG00000184207,ENSG00000015475
ENSG00000184207,ENSG00000176619
ENSG00000184207,ENSG00000127824
ENSG00000184207,ENSG00000160789
ENSG00000184207,ENSG00000102699
ENSG00000184207,ENSG00000122862
ENSG00000184207,ENSG00000143799
ENSG00000184207,ENSG00000089692
ENSG00000184207,ENSG00000105374
ENSG00000184207,ENSG00000167552
ENSG00000184207,ENSG00000167553
ENSG00000184207,ENSG00000073861
ENSG00000184207,ENSG00000178462
ENSG00000184207,ENSG00000033327
ENSG00000184207,ENSG00000183785
ENSG00000184207,ENSG00000100385
ENSG00000184209,ENSG00000151665
ENSG00000184209,ENSG00000170293
ENSG00000184209,ENSG00000144802
ENSG00000184216,ENSG00000160349
ENSG00000184216,ENSG00000068078
ENSG00000184216,ENSG00000172380
ENSG00000184216,ENSG00000226761
ENSG00000184216,ENSG00000213413
ENSG00000184221,ENSG00000066379
ENSG00000184221,ENSG00000099817
ENSG00000184221,ENSG00000197498
ENSG00000184221,ENSG00000147669
ENSG00000184221,ENSG00000186184
ENSG00000184221,ENSG00000125630
ENSG00000184221,ENSG00000117877
ENSG00000184221,ENSG00000137054
ENSG00000184221,ENSG00000100142
ENSG00000184221,ENSG00000177700
ENSG00000184221,ENSG00000163882
ENSG00000184221,ENSG00000171453
ENSG00000184221,ENSG00000068654
ENSG00000184221,ENSG00000085721
ENSG00000184221,ENSG00000106399
ENSG00000184221,ENSG00000148606
ENSG00000184221,ENSG00000102978
ENSG00000184227,ENSG00000114805
ENSG00000184227,ENSG00000167508
ENSG00000184254,ENSG00000153820
ENSG00000184254,ENSG00000079112
ENSG00000184254,ENSG00000088926
ENSG00000184260,ENSG00000073111
ENSG00000184260,ENSG00000127586
ENSG00000184260,ENSG00000115350
ENSG00000184260,ENSG00000104472
ENSG00000184260,ENSG00000014138
ENSG00000184260,ENSG00000133119
ENSG00000184260,ENSG00000100387
ENSG00000184260,ENSG00000198554
ENSG00000184260,ENSG00000101003
ENSG00000184260,ENSG00000181938
ENSG00000184260,ENSG00000131153
ENSG00000184260,ENSG00000241258
ENSG00000184260,ENSG00000146143
ENSG00000184260,ENSG00000100297
ENSG00000184260,ENSG00000140521
ENSG00000184260,ENSG00000256525
ENSG00000184260,ENSG00000076003
ENSG00000184260,ENSG00000094804
ENSG00000184260,ENSG00000177084
ENSG00000184260,ENSG00000077514
ENSG00000184260,ENSG00000167850
ENSG00000184260,ENSG00000102100
ENSG00000184260,ENSG00000062822
ENSG00000184260,ENSG00000163918
ENSG00000184260,ENSG00000111602
ENSG00000184260,ENSG00000101868
ENSG00000184260,ENSG00000106628
ENSG00000184260,ENSG00000104738
ENSG00000184260,ENSG00000116670
ENSG00000184260,ENSG00000112118
ENSG00000184260,ENSG00000147536
ENSG00000184260,ENSG00000093009
ENSG00000184260,ENSG00000075131
ENSG00000184260,ENSG00000009413
ENSG00000184260,ENSG00000148229
ENSG00000184260,ENSG00000166508
ENSG00000184260,ENSG00000198056
ENSG00000184260,ENSG00000065328
ENSG00000184281,ENSG00000104903
ENSG00000184347,ENSG00000077514
ENSG00000184349,ENSG00000129566
ENSG00000184371,ENSG00000113594
ENSG00000184402,ENSG00000089053
ENSG00000184445,ENSG00000143995
ENSG00000184451,ENSG00000136634
ENSG00000184451,ENSG00000172260
ENSG00000184451,ENSG00000120314
ENSG00000184470,ENSG00000104812
ENSG00000184481,ENSG00000164047
ENSG00000184481,ENSG00000175324
ENSG00000184481,ENSG00000141527
ENSG00000184481,ENSG00000162643
ENSG00000184481,ENSG00000108312
ENSG00000184502,ENSG00000087008
ENSG00000184502,ENSG00000068654
ENSG00000184508,ENSG00000060762
ENSG00000184508,ENSG00000169855
ENSG00000184508,ENSG00000184697
ENSG00000184508,ENSG00000054282
ENSG00000184557,ENSG00000078114
ENSG00000184634,ENSG00000100142
ENSG00000184634,ENSG00000065054
ENSG00000184678,ENSG00000008516
ENSG00000184678,ENSG00000167850
ENSG00000184678,ENSG00000102100
ENSG00000184697,ENSG00000137547
ENSG00000184697,ENSG00000163682
ENSG00000184697,ENSG00000258429
ENSG00000184697,ENSG00000102978
ENSG00000184697,ENSG00000230601
ENSG00000184697,ENSG00000122140
ENSG00000184697,ENSG00000278845
ENSG00000184697,ENSG00000197345
ENSG00000184697,ENSG00000154719
ENSG00000184697,ENSG00000140986
ENSG00000184697,ENSG00000125691
ENSG00000184697,ENSG00000183617
ENSG00000184697,ENSG00000185414
ENSG00000184697,ENSG00000108883
ENSG00000184697,ENSG00000213741
ENSG00000184697,ENSG00000120333
ENSG00000184697,ENSG00000177971
ENSG00000184697,ENSG00000140598
ENSG00000184697,ENSG00000143314
ENSG00000184697,ENSG00000198755
ENSG00000184697,ENSG00000178605
ENSG00000184697,ENSG00000170889
ENSG00000184697,ENSG00000231500
ENSG00000184697,ENSG00000198015
ENSG00000184697,ENSG00000173141
ENSG00000184697,ENSG00000162910
ENSG00000184697,ENSG00000101181
ENSG00000184697,ENSG00000105793
ENSG00000184697,ENSG00000116898
ENSG00000184697,ENSG00000136522
ENSG00000184697,ENSG00000100883
ENSG00000184697,ENSG00000135972
ENSG00000184697,ENSG00000172590
ENSG00000184697,ENSG00000135900
ENSG00000184697,ENSG00000262814
ENSG00000184697,ENSG00000167658
ENSG00000184697,ENSG00000182154
ENSG00000184697,ENSG00000182180
ENSG00000184697,ENSG00000204822
ENSG00000184697,ENSG00000185608
ENSG00000184697,ENSG00000163319
ENSG00000184697,ENSG00000187258
ENSG00000184697,ENSG00000240204
ENSG00000184697,ENSG00000116221
ENSG00000184697,ENSG00000163577
ENSG00000184697,ENSG00000083845
ENSG00000184697,ENSG00000168827
ENSG00000184697,ENSG00000243147
ENSG00000184697,ENSG00000136444
ENSG00000184697,ENSG00000158042
ENSG00000184697,ENSG00000089157
ENSG00000184697,ENSG00000146223
ENSG00000184697,ENSG00000156928
ENSG00000184697,ENSG00000172172
ENSG00000184697,ENSG00000148843
ENSG00000184697,ENSG00000159111
ENSG00000184697,ENSG00000169288
ENSG00000184697,ENSG00000132507
ENSG00000184697,ENSG00000123297
ENSG00000184697,ENSG00000130312
ENSG00000184697,ENSG00000108826
ENSG00000184697,ENSG00000259494
ENSG00000184697,ENSG00000136942
ENSG00000184697,ENSG00000122406
ENSG00000184697,ENSG00000166902
ENSG00000184697,ENSG00000204316
ENSG00000184697,ENSG00000160994
ENSG00000184697,ENSG00000174444
ENSG00000184697,ENSG00000105364
ENSG00000184697,ENSG00000131368
ENSG00000184697,ENSG00000161010
ENSG00000184697,ENSG00000184508
ENSG00000184697,ENSG00000004779
ENSG00000184697,ENSG00000203933
ENSG00000184697,ENSG00000114686
ENSG00000184697,ENSG00000142541
ENSG00000184697,ENSG00000205581
ENSG00000184697,ENSG00000115364
ENSG00000184697,ENSG00000171421
ENSG00000184697,ENSG00000090554
ENSG00000184697,ENSG00000186468
ENSG00000184697,ENSG00000242485
ENSG00000184697,ENSG00000055950
ENSG00000184697,ENSG00000151806
ENSG00000184697,ENSG00000112651
ENSG00000184697,ENSG00000179271
ENSG00000184697,ENSG00000096080
ENSG00000184697,ENSG00000061794
ENSG00000184697,ENSG00000037241
ENSG00000184697,ENSG00000144029
ENSG00000184697,ENSG00000111639
ENSG00000184697,ENSG00000161016
ENSG00000184697,ENSG00000086504
ENSG00000184697,ENSG00000125445
ENSG00000184697,ENSG00000243927
ENSG00000184697,ENSG00000082515
ENSG00000184697,ENSG00000161970
ENSG00000184697,ENSG00000149273
ENSG00000184697,ENSG00000174547
ENSG00000184697,ENSG00000132676
ENSG00000184697,ENSG00000253626
ENSG00000184697,ENSG00000053372
ENSG00000184697,ENSG00000164347
ENSG00000184697,ENSG00000168028
ENSG00000184697,ENSG00000169914
ENSG00000184697,ENSG00000142534
ENSG00000184697,ENSG00000048544
ENSG00000184697,ENSG00000149792
ENSG00000184697,ENSG00000112039
ENSG00000184697,ENSG00000142676
ENSG00000184697,ENSG00000167862
ENSG00000184697,ENSG00000143436
ENSG00000184697,ENSG00000008988
ENSG00000184697,ENSG00000196422
ENSG00000184697,ENSG00000265681
ENSG00000184697,ENSG00000148187
ENSG00000184697,ENSG00000198242
ENSG00000184697,ENSG00000197958
ENSG00000184697,ENSG00000112110
ENSG00000184697,ENSG00000019582
ENSG00000184697,ENSG00000115268
ENSG00000184697,ENSG00000132313
ENSG00000184697,ENSG00000100316
ENSG00000184697,ENSG00000130921
ENSG00000184697,ENSG00000214026
ENSG00000184697,ENSG00000215472
ENSG00000184697,ENSG00000128626
ENSG00000184697,ENSG00000198830
ENSG00000184697,ENSG00000136897
ENSG00000184697,ENSG00000147586
ENSG00000184697,ENSG00000112996
ENSG00000184697,ENSG00000164587
ENSG00000184697,ENSG00000105193
ENSG00000184697,ENSG00000110700
ENSG00000184697,ENSG00000044090
ENSG00000184697,ENSG00000085760
ENSG00000184697,ENSG00000178952
ENSG00000184697,ENSG00000125686
ENSG00000184697,ENSG00000171453
ENSG00000184697,ENSG00000181991
ENSG00000184697,ENSG00000140988
ENSG00000184697,ENSG00000147604
ENSG00000184697,ENSG00000182952
ENSG00000184724,ENSG00000077782
ENSG00000184724,ENSG00000160691
ENSG00000184724,ENSG00000160867
ENSG00000184724,ENSG00000068078
ENSG00000184724,ENSG00000066468
ENSG00000184724,ENSG00000166225
ENSG00000184724,ENSG00000158186
ENSG00000184724,ENSG00000148082
ENSG00000184724,ENSG00000133818
ENSG00000184724,ENSG00000113721
ENSG00000184724,ENSG00000172575
ENSG00000184724,ENSG00000115904
ENSG00000184724,ENSG00000177885
ENSG00000184724,ENSG00000146648
ENSG00000184724,ENSG00000183155
ENSG00000184724,ENSG00000152689
ENSG00000184724,ENSG00000174775
ENSG00000184724,ENSG00000134853
ENSG00000184724,ENSG00000213281
ENSG00000184724,ENSG00000129946
ENSG00000184724,ENSG00000185634
ENSG00000184724,ENSG00000126458
ENSG00000184724,ENSG00000179295
ENSG00000184724,ENSG00000100351
ENSG00000184724,ENSG00000133703
ENSG00000184724,ENSG00000109458
ENSG00000184724,ENSG00000027644
ENSG00000184724,ENSG00000033327
ENSG00000184752,ENSG00000167080
ENSG00000184752,ENSG00000150961
ENSG00000184752,ENSG00000124571
ENSG00000184811,ENSG00000116478
ENSG00000184811,ENSG00000198793
ENSG00000184840,ENSG00000119913
ENSG00000184895,ENSG00000135336
ENSG00000184916,ENSG00000160917
ENSG00000184916,ENSG00000125755
ENSG00000184916,ENSG00000119203
ENSG00000184916,ENSG00000107951
ENSG00000184916,ENSG00000101811
ENSG00000184916,ENSG00000149016
ENSG00000184916,ENSG00000104852
ENSG00000184916,ENSG00000136450
ENSG00000184916,ENSG00000218823
ENSG00000184916,ENSG00000115421
ENSG00000184916,ENSG00000136937
ENSG00000184916,ENSG00000165494
ENSG00000184916,ENSG00000063244
ENSG00000184916,ENSG00000165934
ENSG00000184916,ENSG00000039123
ENSG00000184916,ENSG00000115875
ENSG00000184916,ENSG00000114503
ENSG00000184916,ENSG00000147905
ENSG00000184916,ENSG00000071894
ENSG00000184916,ENSG00000111605
ENSG00000184916,ENSG00000122257
ENSG00000184916,ENSG00000100836
ENSG00000184916,ENSG00000145216
ENSG00000184916,ENSG00000136709
ENSG00000184916,ENSG00000177613
ENSG00000184916,ENSG00000176102
ENSG00000184922,ENSG00000163029
ENSG00000184945,ENSG00000117724
ENSG00000184967,ENSG00000198728
ENSG00000184967,ENSG00000186862
ENSG00000184967,ENSG00000242372
ENSG00000184967,ENSG00000204449
ENSG00000184967,ENSG00000140945
ENSG00000184979,ENSG00000269404
ENSG00000184983,ENSG00000150961
ENSG00000184983,ENSG00000124571
ENSG00000184983,ENSG00000167080
ENSG00000184984,ENSG00000131966
ENSG00000184985,ENSG00000160349
ENSG00000185000,ENSG00000156304
ENSG00000185000,ENSG00000114021
ENSG00000185000,ENSG00000100603
ENSG00000185000,ENSG00000088926
ENSG00000185000,ENSG00000139289
ENSG00000185010,ENSG00000166736
ENSG00000185013,ENSG00000242110
ENSG00000185024,ENSG00000034053
ENSG00000185049,ENSG00000005022
ENSG00000185049,ENSG00000198176
ENSG00000185049,ENSG00000147065
ENSG00000185049,ENSG00000224877
ENSG00000185085,ENSG00000147065
ENSG00000185085,ENSG00000172380
ENSG00000185088,ENSG00000105205
ENSG00000185088,ENSG00000129083
ENSG00000185088,ENSG00000182768
ENSG00000185088,ENSG00000188393
ENSG00000185088,ENSG00000149557
ENSG00000185088,ENSG00000131748
ENSG00000185088,ENSG00000198728
ENSG00000185104,ENSG00000234602
ENSG00000185104,ENSG00000137767
ENSG00000185122,ENSG00000187555
ENSG00000185164,ENSG00000145741
ENSG00000185245,ENSG00000183751
ENSG00000185246,ENSG00000138175
ENSG00000185246,ENSG00000175970
ENSG00000185269,ENSG00000168781
ENSG00000185269,ENSG00000205744
ENSG00000185274,ENSG00000137574
ENSG00000185304,ENSG00000009830
ENSG00000185304,ENSG00000118600
ENSG00000185304,ENSG00000214960
ENSG00000185304,ENSG00000133424
ENSG00000185304,ENSG00000130714
ENSG00000185304,ENSG00000085998
ENSG00000185304,ENSG00000185900
ENSG00000185304,ENSG00000181027
ENSG00000185338,ENSG00000275700
ENSG00000185339,ENSG00000150093
ENSG00000185339,ENSG00000115232
ENSG00000185339,ENSG00000082074
ENSG00000185339,ENSG00000161638
ENSG00000185340,ENSG00000173404
ENSG00000185344,ENSG00000066651
ENSG00000185345,ENSG00000122783
ENSG00000185345,ENSG00000081692
ENSG00000185359,ENSG00000198429
ENSG00000185386,ENSG00000122121
ENSG00000185386,ENSG00000175324
ENSG00000185386,ENSG00000196782
ENSG00000185414,ENSG00000129083
ENSG00000185414,ENSG00000169855
ENSG00000185414,ENSG00000272398
ENSG00000185414,ENSG00000184697
